MATCH_ID,LEAGUE_ID,LEAGUE_NAME,LEAGUE_YEAR,CLUB_ID,MATCH_DATE,MATCH_DATE_KEY,TEAM_ONE_ID,TEAM_TWO_ID,INNINGS,BATTING_TEAM,BATTING_TEAM_ID,BOWLING_TEAM,BOWLING_TEAM_ID,PLAYER,PLAYER_ID,OVERS,MAIDENS,DOT_BALLS,RUNS,WICKETS,ECONOMY,EXTRAS_TEXT
3807,576,2023 Titans Second League,2023,32995,18/11/2023,20231118,3306,3304,1,HARLEQUINS 3,3306,TUKS 5,3304,Martin Van Tonder,2840539,7.0,1,27,36,2,5.14,(1 w)
3807,576,2023 Titans Second League,2023,32995,18/11/2023,20231118,3306,3304,1,HARLEQUINS 3,3306,TUKS 5,3304,Donovan Du Toit,3713457,8.0,0,27,49,1,6.12,(3 w)
3807,576,2023 Titans Second League,2023,32995,18/11/2023,20231118,3306,3304,1,HARLEQUINS 3,3306,TUKS 5,3304,Elandré Van Den Berg,3713456,4.0,1,13,30,1,7.50,(1 w)
3807,576,2023 Titans Second League,2023,32995,18/11/2023,20231118,3306,3304,1,HARLEQUINS 3,3306,TUKS 5,3304,Christian Strydom,2936847,7.0,1,27,34,0,4.86,(6 w)
3807,576,2023 Titans Second League,2023,32995,18/11/2023,20231118,3306,3304,1,HARLEQUINS 3,3306,TUKS 5,3304,Aerton Helena,2936841,8.0,0,29,31,0,3.88,
3807,576,2023 Titans Second League,2023,32995,18/11/2023,20231118,3306,3304,1,HARLEQUINS 3,3306,TUKS 5,3304,Nico De Bruyn,3180581,7.0,0,22,36,0,5.14,(1 w)
3807,576,2023 Titans Second League,2023,32995,18/11/2023,20231118,3306,3304,1,HARLEQUINS 3,3306,TUKS 5,3304,Andre Van Wyk,3266939,2.0,0,3,29,0,14.50,(8 w)
3807,576,2023 Titans Second League,2023,32995,18/11/2023,20231118,3306,3304,1,HARLEQUINS 3,3306,TUKS 5,3304,Martin Childs-Hurn,2936849,2.0,0,4,20,0,10.00,(8 w)
3807,576,2023 Titans Second League,2023,32995,18/11/2023,20231118,3306,3304,2,TUKS 5,3304,HARLEQUINS 3,3306,Burgert Kloppers,3783168,9.0,1,39,33,1,3.67,(5 w)
3807,576,2023 Titans Second League,2023,32995,18/11/2023,20231118,3306,3304,2,TUKS 5,3304,HARLEQUINS 3,3306,Stiaan Schmiedeskamp,3783172,6.0,0,18,49,0,8.17,(13 w)
3807,576,2023 Titans Second League,2023,32995,18/11/2023,20231118,3306,3304,2,TUKS 5,3304,HARLEQUINS 3,3306,Travis Joshua,3783171,4.0,0,11,35,0,8.75,(1 w)
3807,576,2023 Titans Second League,2023,32995,18/11/2023,20231118,3306,3304,2,TUKS 5,3304,HARLEQUINS 3,3306,Joe Vickery,3783170,6.0,0,18,35,1,5.83,(5 w)
3807,576,2023 Titans Second League,2023,32995,18/11/2023,20231118,3306,3304,2,TUKS 5,3304,HARLEQUINS 3,3306,Gerrie Marais,3783169,2.0,0,6,13,1,6.50,
3807,576,2023 Titans Second League,2023,32995,18/11/2023,20231118,3306,3304,2,TUKS 5,3304,HARLEQUINS 3,3306,Pieter Roos,2939189,3.0,0,5,40,1,13.33,(1 w)
3807,576,2023 Titans Second League,2023,32995,18/11/2023,20231118,3306,3304,2,TUKS 5,3304,HARLEQUINS 3,3306,Pete Harlequins 3,3783175,1.0,0,3,7,0,7.00,(3 w)
