MATCH_ID,LEAGUE_ID,LEAGUE_NAME,LEAGUE_YEAR,CLUB_ID,MATCH_DATE,MATCH_DATE_KEY,TEAM_ONE_ID,TEAM_TWO_ID,INNINGS,BATTING_TEAM,BATTING_TEAM_ID,BOWLING_TEAM,BOWLING_TEAM_ID,PLAYER,PLAYER_ID,OVERS,MAIDENS,DOT_BALLS,RUNS,WICKETS,ECONOMY,EXTRAS_TEXT
6604,790,2024 Titans Second League,2024,32995,01/02/2025,20250201,4558,4552,1,TUKS 5,4558,CBCOB 3,4552,Alec Jordaan,4715851,6.0,1,27,32,0,5.33,(5 w)
6604,790,2024 Titans Second League,2024,32995,01/02/2025,20250201,4558,4552,1,TUKS 5,4558,CBCOB 3,4552,Nevada Jacobs,4673820,9.0,3,42,35,3,3.89,(6 w)
6604,790,2024 Titans Second League,2024,32995,01/02/2025,20250201,4558,4552,1,TUKS 5,4558,CBCOB 3,4552,Chanluke Van Niewenhuizen,4742886,3.0,0,9,11,0,3.67,
6604,790,2024 Titans Second League,2024,32995,01/02/2025,20250201,4558,4552,1,TUKS 5,4558,CBCOB 3,4552,Zadian Cbc3,4874626,9.0,1,42,28,0,3.11,(6 w)
6604,790,2024 Titans Second League,2024,32995,01/02/2025,20250201,4558,4552,1,TUKS 5,4558,CBCOB 3,4552,Rigardt Saaiman,3729566,9.0,2,39,39,4,4.33,(1 w)
6604,790,2024 Titans Second League,2024,32995,01/02/2025,20250201,4558,4552,1,TUKS 5,4558,CBCOB 3,4552,Wendell Plaatjies,4673818,3.0,0,8,29,2,9.67,(1 w2 nb)
6604,790,2024 Titans Second League,2024,32995,01/02/2025,20250201,4558,4552,2,CBCOB 3,4552,TUKS 5,4558,Tiaan Engelbrecht,2936837,4.0,0,14,25,1,6.25,
6604,790,2024 Titans Second League,2024,32995,01/02/2025,20250201,4558,4552,2,CBCOB 3,4552,TUKS 5,4558,Donovan Du Toit,3713457,4.0,0,13,38,0,9.50,(1 w)
6604,790,2024 Titans Second League,2024,32995,01/02/2025,20250201,4558,4552,2,CBCOB 3,4552,TUKS 5,4558,Christian Strydom,2936847,4.0,1,16,17,1,4.25,
6604,790,2024 Titans Second League,2024,32995,01/02/2025,20250201,4558,4552,2,CBCOB 3,4552,TUKS 5,4558,Nico De Bruyn,3180581,1.0,0,1,16,0,16.00,
6604,790,2024 Titans Second League,2024,32995,01/02/2025,20250201,4558,4552,2,CBCOB 3,4552,TUKS 5,4558,Riccardo Oosthuizen,2936842,5.0,0,14,38,1,7.60,
6604,790,2024 Titans Second League,2024,32995,01/02/2025,20250201,4558,4552,2,CBCOB 3,4552,TUKS 5,4558,Johan Pretorius,3255251,3.0,0,12,20,0,6.67,(5 w1 nb)
6604,790,2024 Titans Second League,2024,32995,01/02/2025,20250201,4558,4552,2,CBCOB 3,4552,TUKS 5,4558,Andre Van Wyk,3266939,3.0,0,10,22,1,7.33,(3 w)
6604,790,2024 Titans Second League,2024,32995,01/02/2025,20250201,4558,4552,2,CBCOB 3,4552,TUKS 5,4558,Elandré Van Den Berg,3713456,2.0,1,11,2,0,1.00,
