MATCH_ID,LEAGUE_ID,LEAGUE_NAME,LEAGUE_YEAR,CLUB_ID,MATCH_DATE,MATCH_DATE_KEY,TEAM_ONE_ID,TEAM_TWO_ID,INNINGS,BATTING_TEAM,BATTING_TEAM_ID,BOWLING_TEAM,BOWLING_TEAM_ID,PLAYER,PLAYER_ID,OVERS,MAIDENS,DOT_BALLS,RUNS,WICKETS,ECONOMY,EXTRAS_TEXT
2104,18,Titans Second League,unknown,32995,11/03/2023,20230311,1197,1200,1,TUT 3,1197,SINOVILLE 4,1200,Keaton Steenkamp,2944947,3.0,0,11,20,0,6.67,(2 w1 nb)
2104,18,Titans Second League,unknown,32995,11/03/2023,20230311,1197,1200,1,TUT 3,1197,SINOVILLE 4,1200,Riaan Davel,3163488,4.0,2,20,11,1,2.75,
2104,18,Titans Second League,unknown,32995,11/03/2023,20230311,1197,1200,1,TUT 3,1197,SINOVILLE 4,1200,Dries Van Der Lith,2934771,4.0,0,17,23,2,5.75,(2 w)
2104,18,Titans Second League,unknown,32995,11/03/2023,20230311,1197,1200,1,TUT 3,1197,SINOVILLE 4,1200,Jp Roetz,3267058,4.0,0,11,28,2,7.00,(4 w)
2104,18,Titans Second League,unknown,32995,11/03/2023,20230311,1197,1200,1,TUT 3,1197,SINOVILLE 4,1200,Stanley Fabri,3056139,3.0,1,13,8,1,2.67,
2104,18,Titans Second League,unknown,32995,11/03/2023,20230311,1197,1200,1,TUT 3,1197,SINOVILLE 4,1200,Jean Caudron,3180555,2.0,0,7,13,2,6.50,(2 w1 nb)
2104,18,Titans Second League,unknown,32995,11/03/2023,20230311,1197,1200,2,SINOVILLE 4,1200,TUT 3,1197,Dewald Basson,3018234,3.0,0,9,26,0,8.67,(1 w1 nb)
2104,18,Titans Second League,unknown,32995,11/03/2023,20230311,1197,1200,2,SINOVILLE 4,1200,TUT 3,1197,Charl Foxcroft,2097177,2.0,0,6,20,0,10.00,
2104,18,Titans Second League,unknown,32995,11/03/2023,20230311,1197,1200,2,SINOVILLE 4,1200,TUT 3,1197,Edwin Xx,3267059,1.0,0,2,10,0,10.00,
2104,18,Titans Second League,unknown,32995,11/03/2023,20230311,1197,1200,2,SINOVILLE 4,1200,TUT 3,1197,Erik Van Deventer,3033825,1.0,0,2,11,0,11.00,
2104,18,Titans Second League,unknown,32995,11/03/2023,20230311,1197,1200,2,SINOVILLE 4,1200,TUT 3,1197,Dylan Alberts,3018227,3.1,0,9,16,0,5.05,
2104,18,Titans Second League,unknown,32995,11/03/2023,20230311,1197,1200,2,SINOVILLE 4,1200,TUT 3,1197,Stefan Grobler,3018230,1.0,0,3,9,0,9.00,
2104,18,Titans Second League,unknown,32995,11/03/2023,20230311,1197,1200,2,SINOVILLE 4,1200,TUT 3,1197,Barend Huyzer,3018233,2.0,0,7,11,1,5.50,
