MATCH_ID,LEAGUE_ID,LEAGUE_NAME,LEAGUE_YEAR,CLUB_ID,MATCH_DATE,MATCH_DATE_KEY,TEAM_ONE_ID,TEAM_TWO_ID,INNINGS,INNINGS_TEAM,PLAYER,PLAYER_ID,DISMISSAL_TEXT,DISMISSAL_PLAYER_1,DISMISSAL_PLAYER_1_ID,DISMISSAL_PLAYER_2,DISMISSAL_PLAYER_2_ID,DISMISSAL_PLAYER_IDS,RUNS,BALLS,FOURS,SIXES,STRIKE_RATE
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,1,PHSOB 3,Chad Fortman,2936899,c Gunter G b Victor V,Gunter G,2985804,Victor V,2985801,"2985804,2985801",33,30,5,1,110.00
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,1,PHSOB 3,Michael Boltman,2936907,c Andre M b Hein S,Andre M,2985799,Hein S,2985797,"2985799,2985797",8,6,1,0,133.33
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,1,PHSOB 3,Jacques Vosloo,2987525,c Gunter G b Andre M,Gunter G,2985804,Andre M,2985799,"2985804,2985799",44,26,6,2,169.23
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,1,PHSOB 3,Justin Van Bassen,2936896,c&b Andre M,Andre M,2985799,,,2985799,17,19,1,0,89.47
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,1,PHSOB 3,Kevin Pretorius,2936906,c Noele S b Andre M,Noele S,2986862,Andre M,2985799,"2986862,2985799",63,41,4,5,153.66
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,1,PHSOB 3,Matt Rogerson,2936914,c Gunter G b Dawie K,Gunter G,2985804,Dawie K,2985805,"2985804,2985805",27,35,3,0,77.14
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,1,PHSOB 3,Jos Grove,2936905,b Reynier S,Reynier S,2985798,,,2985798,9,16,0,0,56.25
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,1,PHSOB 3,Tyron Denton,2936916,b Hein S,Hein S,2985797,,,2985797,14,16,2,0,87.50
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,1,PHSOB 3,Christo Swanepoel,2936900,c Dawie K b Reynier S,Dawie K,2985805,Reynier S,2985798,"2985805,2985798",19,18,2,0,105.56
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,1,PHSOB 3,Adriaan Ferreira,2936919,c Reynier S b Hein S,Reynier S,2985798,Hein S,2985797,"2985798,2985797",8,6,1,0,133.33
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,1,PHSOB 3,Steven Meyburgh,2937220,not out,,,,,,1,2,0,0,50.00
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,2,IRENE VILLAGERS 3,Ryno Joubert,2985794,run out ( Steven M ),Steven M,2937220,,,2937220,19,30,3,0,63.33
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,2,IRENE VILLAGERS 3,Stefan Strydom,2985833,b Jos G,Jos G,2936905,,,2936905,21,30,2,0,70.00
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,2,IRENE VILLAGERS 3,Andre Meintjes Iv,2985799,c Tyron D b Jos G,Tyron D,2936916,Jos G,2936905,"2936916,2936905",4,10,1,0,40.00
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,2,IRENE VILLAGERS 3,Gunter Geyer,2985804,c Tyron D b Jos G,Tyron D,2936916,Jos G,2936905,"2936916,2936905",27,28,5,0,96.43
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,2,IRENE VILLAGERS 3,Dawie Kruger,2985805,lbw b Steven M,Steven M,2937220,,,2937220,2,6,0,0,33.33
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,2,IRENE VILLAGERS 3,Reynier Swart,2985798,lbw b Steven M,Steven M,2937220,,,2937220,16,20,2,0,80.00
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,2,IRENE VILLAGERS 3,Hein Smit,2985797,c Chad F b Jos G,Chad F,2936899,Jos G,2936905,"2936899,2936905",9,13,2,0,69.23
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,2,IRENE VILLAGERS 3,Lourens Pieterse,3003046,not out,,,,,,0,2,0,0,0.00
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,2,IRENE VILLAGERS 3,Noele Saffar,2986862,b Steven M,Steven M,2937220,,,2937220,0,3,0,0,0.00
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,2,IRENE VILLAGERS 3,Victor Van Niekerk,2985801,c&b Steven M,Steven M,2937220,,,2937220,0,1,0,0,0.00
1159,18,Titans Second League,unknown,32995,27/11/2022,20221127,1193,1195,2,IRENE VILLAGERS 3,Johan Pansegrouw,2985803,b Steven M,Steven M,2937220,,,2937220,0,1,0,0,0.00
